code,sequence,operationType,tradeType,version,primaryOperationId,primaryOperationCode,primaryOperationSequence,isTrading,isServices,isGeneration,businessUnitDescription,isActive,partyId,partyCNPJ,partyName,partyAlias,partyAgentAcronym,partyAgentCode,partyProfileCode,partyProfileDescription,counterpartyId,counterpartyCNPJ,counterpartyName,counterpartyAlias,counterpartyAgentAcronym,counterpartyAgentCode,counterpartyProfileCode,counterpartyProfileDescription,counterPartyIsGroupCompany,userOperatorName,submarketDescription,energySourceDescription,priceTypeDescription,startDate,endDate,contractedVolumeMwm,contractedVolumeMwh,seasonalityVolumeMwh,seasonalityVolumeMwm,finalVolumeMwh,finalVolumeMwm,basePrice,price,nominalPrice,mtm,retusd,classifications,userCreatedName,createdAt,userModifiedName,modifiedAt,userDeletedName,deletedAt,userBackofficeName,userCommercialName,origin,bbceCode,hasFlexibility,isFlexibilityLoadCurve,isFlexibilityByPeriod,flexibilityPercentageBottom,flexibilityPercentageTop,hasSeasonality,isSeasonalityByPeriod,seasonalityPercentageBottom,seasonalityPercentageTop,hasModulation,isModulationLoadCurve,hasDefaultFinancialFlow,hasReadjustment,reajustmentIndex,readjustmentBaseDate,readjustmentFirstDate,hasGuarantee,guaranteeValue,guaranteeDueDate,guaranteeTypes,hasRepresentativeFactor,representativeFactorPercent,losses,cceeContractCode,needApportionment,spread,floor,ceiling,billingStatus,aprovalStatusId,aprovalStatusDescription,year,month,startDay,endDay,id,operationTypeId,_Link,priceVariableTypeId,priceVariableIndex,isDraft,userOperatorCouterPartyName,portfolios,consentingIntervenerCompanyName,proposalCode,proposalId,basePriceWithReadjustment,parentOperationId,availableToUpdateApportionment,isDistribuition,partyTypeId,counterpartyTypeId,codeCcee,draftCreatedDate,observations,counterpartyIsAgentInMigration,partyIsAgentInMigration,isRetail,modulationFormTypeId,maxFlexVolumeMwm,minFlexVolumeMwm,maxFlexVolumeMwh,minFlexVolumeMwh,mesAno,resultado
VI5027-21,1,Venda,Venda,2023-08-01T14:20:01.6965637,,,,True,False,False,Trading,True,6ac624d3-6ea3-4546-8872-ce0d02b1ee18,11.482.752/0001-52,SAFIRA VAREJO COMERCIALIZACAO DE ENERGIA LTDA, SAFIRA VAREJO ,SAFIRA VAREJO,3822,99053,SAFIRA VAREJO I5,8d90fd80-f6a3-491a-abba-dc6b5a1ff14a,09.641.540/0005-52,"RUBBERON INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO S.A.",RUBBERON INDUSTRIA,RUBBERON,78446,99520,RUBBERON CL 514,False,Andressa Goveia,Norte,Incentivada 50%,Fixo,2021-01-01T00:00:00,2023-12-31T00:00:00,0.34,252.96,,,278.256,0.374,181.0,220.04,61227.45,49559.92,35.0,Indra,Andressa Goveia,2020-08-25T16:17:19.9432044,,2023-08-01T11:20:01.7277313,,,,,Balcao,,True,False,False,10.0,10.0,False,,,,False,,True,True,IPCA,2020-07-01T00:00:00,2021-01-01T00:00:00,False,,,,False,100.0,,,Não,,,,Autorizado,3,Aprovada editada,2023,3,1,31,a9c765f1-2be7-46cd-98e0-aa01f8539c1b,2,operations/a9c765f1-2be7-46cd-98e0-aa01f8539c1b,,,False,,,,,,220.04,,False,False,1.0,1.0,,,,False,False,False,0.0,0.37400000000000005,0.306,278.25600000000003,227.66400000000002,2023-03-01,3819.6959999999945
VI5027-21,1,Venda,Venda,2023-08-01T14:20:01.6965637,,,,True,False,False,Trading,True,6ac624d3-6ea3-4546-8872-ce0d02b1ee18,11.482.752/0001-52,SAFIRA VAREJO COMERCIALIZACAO DE ENERGIA LTDA, SAFIRA VAREJO ,SAFIRA VAREJO,3822,99053,SAFIRA VAREJO I5,8d90fd80-f6a3-491a-abba-dc6b5a1ff14a,09.641.540/0005-52,"RUBBERON INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO S.A.",RUBBERON INDUSTRIA,RUBBERON,78446,99520,RUBBERON CL 514,False,Andressa Goveia,Norte,Incentivada 50%,Fixo,2021-01-01T00:00:00,2023-12-31T00:00:00,0.34,244.8,,,269.28,0.374,181.0,220.04,59252.37,47961.22,35.0,Indra,Andressa Goveia,2020-08-25T16:17:19.9432044,,2023-08-01T11:20:01.7277313,,,,,Balcao,,True,False,False,10.0,10.0,False,,,,False,,True,True,IPCA,2020-07-01T00:00:00,2021-01-01T00:00:00,False,,,,False,100.0,,,Não,,,,Autorizado,3,Aprovada editada,2023,4,1,30,a9c765f1-2be7-46cd-98e0-aa01f8539c1b,2,operations/a9c765f1-2be7-46cd-98e0-aa01f8539c1b,,,False,,,,,,220.04,,False,False,1.0,1.0,,,,False,False,False,0.0,0.37400000000000005,0.306,269.28,220.32,2023-04-01,3696.479999999994
VI5027-21,1,Venda,Venda,2023-08-01T14:20:01.6965637,,,,True,False,False,Trading,True,6ac624d3-6ea3-4546-8872-ce0d02b1ee18,11.482.752/0001-52,SAFIRA VAREJO COMERCIALIZACAO DE ENERGIA LTDA, SAFIRA VAREJO ,SAFIRA VAREJO,3822,99053,SAFIRA VAREJO I5,8d90fd80-f6a3-491a-abba-dc6b5a1ff14a,09.641.540/0005-52,"RUBBERON INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO S.A.",RUBBERON INDUSTRIA,RUBBERON,78446,99520,RUBBERON CL 514,False,Andressa Goveia,Norte,Incentivada 50%,Fixo,2021-01-01T00:00:00,2023-12-31T00:00:00,0.34,252.96,,,278.256,0.374,181.0,220.04,61227.45,49559.92,35.0,Indra,Andressa Goveia,2020-08-25T16:17:19.9432044,,2023-08-01T11:20:01.7277313,,,,,Balcao,,True,False,False,10.0,10.0,False,,,,False,,True,True,IPCA,2020-07-01T00:00:00,2021-01-01T00:00:00,False,,,,False,100.0,,,Não,,,,Autorizado,3,Aprovada editada,2023,5,1,31,a9c765f1-2be7-46cd-98e0-aa01f8539c1b,2,operations/a9c765f1-2be7-46cd-98e0-aa01f8539c1b,,,False,,,,,,220.04,,False,False,1.0,1.0,,,,False,False,False,0.0,0.37400000000000005,0.306,278.25600000000003,227.66400000000002,2023-05-01,3819.6959999999945
VI5027-21,1,Venda,Venda,2023-08-01T14:20:01.6965637,,,,True,False,False,Trading,True,6ac624d3-6ea3-4546-8872-ce0d02b1ee18,11.482.752/0001-52,SAFIRA VAREJO COMERCIALIZACAO DE ENERGIA LTDA, SAFIRA VAREJO ,SAFIRA VAREJO,3822,99053,SAFIRA VAREJO I5,8d90fd80-f6a3-491a-abba-dc6b5a1ff14a,09.641.540/0005-52,"RUBBERON INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO S.A.",RUBBERON INDUSTRIA,RUBBERON,78446,99520,RUBBERON CL 514,False,Andressa Goveia,Norte,Incentivada 50%,Fixo,2021-01-01T00:00:00,2023-12-31T00:00:00,0.34,244.8,,,269.28,0.374,181.0,220.04,59252.37,47961.22,35.0,Indra,Andressa Goveia,2020-08-25T16:17:19.9432044,,2023-08-01T11:20:01.7277313,,,,,Balcao,,True,False,False,10.0,10.0,False,,,,False,,True,True,IPCA,2020-07-01T00:00:00,2021-01-01T00:00:00,False,,,,False,100.0,,,Não,,,,Autorizado,3,Aprovada editada,2023,6,1,30,a9c765f1-2be7-46cd-98e0-aa01f8539c1b,2,operations/a9c765f1-2be7-46cd-98e0-aa01f8539c1b,,,False,,,,,,220.04,,False,False,1.0,1.0,,,,False,False,False,0.0,0.37400000000000005,0.306,269.28,220.32,2023-06-01,3696.479999999994
VI5027-21,1,Venda,Venda,2023-08-01T14:20:01.6965637,,,,True,False,False,Trading,True,6ac624d3-6ea3-4546-8872-ce0d02b1ee18,11.482.752/0001-52,SAFIRA VAREJO COMERCIALIZACAO DE ENERGIA LTDA, SAFIRA VAREJO ,SAFIRA VAREJO,3822,99053,SAFIRA VAREJO I5,8d90fd80-f6a3-491a-abba-dc6b5a1ff14a,09.641.540/0005-52,"RUBBERON INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO S.A.",RUBBERON INDUSTRIA,RUBBERON,78446,99520,RUBBERON CL 514,False,Andressa Goveia,Norte,Incentivada 50%,Fixo,2021-01-01T00:00:00,2023-12-31T00:00:00,0.34,252.96,,,278.256,0.374,181.0,220.04,61227.45,49559.92,35.0,Indra,Andressa Goveia,2020-08-25T16:17:19.9432044,,2023-08-01T11:20:01.7277313,,,,,Balcao,,True,False,False,10.0,10.0,False,,,,False,,True,True,IPCA,2020-07-01T00:00:00,2021-01-01T00:00:00,False,,,,False,100.0,,,Não,,,,Autorizado,3,Aprovada editada,2023,7,1,31,a9c765f1-2be7-46cd-98e0-aa01f8539c1b,2,operations/a9c765f1-2be7-46cd-98e0-aa01f8539c1b,,,False,,,,,,220.04,,False,False,1.0,1.0,,,,False,False,False,0.0,0.37400000000000005,0.306,278.25600000000003,227.66400000000002,2023-07-01,3819.6959999999945
VI1005-21,1,Venda,Venda,2023-08-03T16:30:41.1645513,,,,True,False,False,Trading,True,6ac624d3-6ea3-4546-8872-ce0d02b1ee18,11.482.752/0001-52,SAFIRA VAREJO COMERCIALIZACAO DE ENERGIA LTDA, SAFIRA VAREJO ,SAFIRA VAREJO,3822,98999,SAFIRA VAREJO I1,b63d560e-7197-40ce-bbcc-ca378e451e48,,GRUPO ECONOMICO MINERACAO SAO VICENTE,GRUPO ECONOMICO MINERACAO SAO VICENTE,,,,,False,Andressa Goveia,Nordeste,Incentivada 100%,Fixo,2021-01-01T00:00:00,2026-12-31T00:00:00,0.125,93.0,,,84.36674,0.11339616,260.0,306.7,25875.36,22172.09,70.0,Safira,Andressa Goveia,2020-08-26T15:11:18.1652236,Priscila Justino,2023-08-03T13:30:41.2099277,,,,,Balcao,,True,False,False,20.0,20.0,False,,,,False,,True,True,IGPM,2020-07-01T00:00:00,2021-01-01T00:00:00,False,,,,False,100.0,,1575470,Realizado,,,,Autorizado,3,Aprovada editada,2021,7,1,31,a914980a-d580-4c90-a41a-5aa4e4597ea0,2,operations/a914980a-d580-4c90-a41a-5aa4e4597ea0,,,False,,,,,,306.7,,True,False,1.0,2.0,,,,False,False,False,0.0,0.15,0.1,111.6,74.4,2021-07-01,2392.9606246857547
VI1005-21,1,Venda,Venda,2023-08-03T16:30:41.1645513,,,,True,False,False,Trading,True,6ac624d3-6ea3-4546-8872-ce0d02b1ee18,11.482.752/0001-52,SAFIRA VAREJO COMERCIALIZACAO DE ENERGIA LTDA, SAFIRA VAREJO ,SAFIRA VAREJO,3822,98999,SAFIRA VAREJO I1,b63d560e-7197-40ce-bbcc-ca378e451e48,,GRUPO ECONOMICO MINERACAO SAO VICENTE,GRUPO ECONOMICO MINERACAO SAO VICENTE,,,,,False,Andressa Goveia,Nordeste,Incentivada 100%,Fixo,2021-01-01T00:00:00,2026-12-31T00:00:00,0.125,93.0,,,91.23591,0.12262891,260.0,306.7,27982.08,22172.09,70.0,Safira,Andressa Goveia,2020-08-26T15:11:18.1652236,Priscila Justino,2023-08-03T13:30:41.2099277,,,,,Balcao,,True,False,False,20.0,20.0,False,,,,False,,True,True,IGPM,2020-07-01T00:00:00,2021-01-01T00:00:00,False,,,,False,100.0,,1575470,Realizado,,,,Autorizado,3,Aprovada editada,2021,8,1,31,a914980a-d580-4c90-a41a-5aa4e4597ea0,2,operations/a914980a-d580-4c90-a41a-5aa4e4597ea0,,,False,,,,,,306.7,,True,False,1.0,2.0,,,,False,False,False,0.0,0.15,0.1,111.6,74.4,2021-08-01,488.97115381572473
VI1005-21,1,Venda,Venda,2023-08-03T16:30:41.1645513,,,,True,False,False,Trading,True,6ac624d3-6ea3-4546-8872-ce0d02b1ee18,11.482.752/0001-52,SAFIRA VAREJO COMERCIALIZACAO DE ENERGIA LTDA, SAFIRA VAREJO ,SAFIRA VAREJO,3822,98999,SAFIRA VAREJO I1,b63d560e-7197-40ce-bbcc-ca378e451e48,,GRUPO ECONOMICO MINERACAO SAO VICENTE,GRUPO ECONOMICO MINERACAO SAO VICENTE,,,,,False,Andressa Goveia,Nordeste,Incentivada 100%,Fixo,2021-01-01T00:00:00,2026-12-31T00:00:00,0.125,90.0,,,85.3249666,0.1185069,260.0,306.7,26169.18,21456.86,70.0,Safira,Andressa Goveia,2020-08-26T15:11:18.1652236,Priscila Justino,2023-08-03T13:30:41.2099277,,,,,Balcao,,True,False,False,20.0,20.0,False,,,,False,,True,True,IGPM,2020-07-01T00:00:00,2021-01-01T00:00:00,False,,,,False,100.0,,1575470,Realizado,,,,Autorizado,3,Aprovada editada,2021,9,1,30,a914980a-d580-4c90-a41a-5aa4e4597ea0,2,operations/a914980a-d580-4c90-a41a-5aa4e4597ea0,,,False,,,,,,306.7,,True,False,1.0,2.0,,,,False,False,False,0.0,0.15,0.1,108.0,72.0,2021-09-01,1232.7542329024063
VI1005-21,1,Venda,Venda,2023-08-03T16:30:41.1645513,,,,True,False,False,Trading,True,6ac624d3-6ea3-4546-8872-ce0d02b1ee18,11.482.752/0001-52,SAFIRA VAREJO COMERCIALIZACAO DE ENERGIA LTDA, SAFIRA VAREJO ,SAFIRA VAREJO,3822,98999,SAFIRA VAREJO I1,b63d560e-7197-40ce-bbcc-ca378e451e48,,GRUPO ECONOMICO MINERACAO SAO VICENTE,GRUPO ECONOMICO MINERACAO SAO VICENTE,,,,,False,Andressa Goveia,Nordeste,Incentivada 100%,Fixo,2021-01-01T00:00:00,2026-12-31T00:00:00,0.125,93.0,,,90.66184493,0.12185732,260.0,306.7,27806.04,22172.09,70.0,Safira,Andressa Goveia,2020-08-26T15:11:18.1652236,Priscila Justino,2023-08-03T13:30:41.2099277,,,,,Balcao,,True,False,False,20.0,20.0,False,,,,False,,True,True,IGPM,2020-07-01T00:00:00,2021-01-01T00:00:00,False,,,,False,100.0,,1575470,Realizado,,,,Autorizado,3,Aprovada editada,2021,10,1,31,a914980a-d580-4c90-a41a-5aa4e4597ea0,2,operations/a914980a-d580-4c90-a41a-5aa4e4597ea0,,,False,,,,,,306.7,,True,False,1.0,2.0,,,,False,False,False,0.0,0.15,0.1,111.6,74.4,2021-10-01,-134.98672048157303
VI1005-21,1,Venda,Venda,2023-08-03T16:30:41.1645513,,,,True,False,False,Trading,True,6ac624d3-6ea3-4546-8872-ce0d02b1ee18,11.482.752/0001-52,SAFIRA VAREJO COMERCIALIZACAO DE ENERGIA LTDA, SAFIRA VAREJO ,SAFIRA VAREJO,3822,98999,SAFIRA VAREJO I1,b63d560e-7197-40ce-bbcc-ca378e451e48,,GRUPO ECONOMICO MINERACAO SAO VICENTE,GRUPO ECONOMICO MINERACAO SAO VICENTE,,,,,False,Andressa Goveia,Nordeste,Incentivada 100%,Fixo,2021-01-01T00:00:00,2026-12-31T00:00:00,0.125,90.0,,,72.0,0.1,260.0,306.7,22082.4,21456.86,70.0,Safira,Andressa Goveia,2020-08-26T15:11:18.1652236,Priscila Justino,2023-08-03T13:30:41.2099277,,,,,Balcao,,True,False,False,20.0,20.0,False,,,,False,,True,True,IGPM,2020-07-01T00:00:00,2021-01-01T00:00:00,False,,,,False,100.0,,1575470,Realizado,,,,Autorizado,3,Aprovada editada,2021,11,1,30,a914980a-d580-4c90-a41a-5aa4e4597ea0,2,operations/a914980a-d580-4c90-a41a-5aa4e4597ea0,,,False,,,,,,306.7,,True,False,1.0,2.0,,,,False,False,False,0.0,0.15,0.1,108.0,72.0,2021-11-01,-3935.2235
VI1005-21,1,Venda,Venda,2023-08-03T16:30:41.1645513,,,,True,False,False,Trading,True,6ac624d3-6ea3-4546-8872-ce0d02b1ee18,11.482.752/0001-52,SAFIRA VAREJO COMERCIALIZACAO DE ENERGIA LTDA, SAFIRA VAREJO ,SAFIRA VAREJO,3822,98999,SAFIRA VAREJO I1,b63d560e-7197-40ce-bbcc-ca378e451e48,,GRUPO ECONOMICO MINERACAO SAO VICENTE,GRUPO ECONOMICO MINERACAO SAO VICENTE,,,,,False,Andressa Goveia,Nordeste,Incentivada 100%,Fixo,2021-01-01T00:00:00,2026-12-31T00:00:00,0.125,93.0,,,95.63217413,0.12853787,260.0,306.7,29330.33,22172.09,70.0,Safira,Andressa Goveia,2020-08-26T15:11:18.1652236,Priscila Justino,2023-08-03T13:30:41.2099277,,,,,Balcao,,True,False,False,20.0,20.0,False,,,,False,,True,True,IGPM,2020-07-01T00:00:00,2021-01-01T00:00:00,False,,,,False,100.0,,1575470,Realizado,,,,Autorizado,3,Aprovada editada,2021,1,1,31,a914980a-d580-4c90-a41a-5aa4e4597ea0,2,operations/a914980a-d580-4c90-a41a-5aa4e4597ea0,,,False,,,,,,306.7,,True,False,1.0,2.0,,,,False,False,False,0.0,0.15,0.1,111.6,74.4,2021-01-01,178.15010896870578
VI1005-21,1,Venda,Venda,2023-08-03T16:30:41.1645513,,,,True,False,False,Trading,True,6ac624d3-6ea3-4546-8872-ce0d02b1ee18,11.482.752/0001-52,SAFIRA VAREJO COMERCIALIZACAO DE ENERGIA LTDA, SAFIRA VAREJO ,SAFIRA VAREJO,3822,98999,SAFIRA VAREJO I1,b63d560e-7197-40ce-bbcc-ca378e451e48,,GRUPO ECONOMICO MINERACAO SAO VICENTE,GRUPO ECONOMICO MINERACAO SAO VICENTE,,,,,False,Andressa Goveia,Nordeste,Incentivada 100%,Fixo,2021-01-01T00:00:00,2026-12-31T00:00:00,0.125,84.0,,,72.80529399,0.10834121,260.0,306.7,22329.29,20026.41,70.0,Safira,Andressa Goveia,2020-08-26T15:11:18.1652236,Priscila Justino,2023-08-03T13:30:41.2099277,,,,,Balcao,,True,False,False,20.0,20.0,False,,,,False,,True,True,IGPM,2020-07-01T00:00:00,2021-01-01T00:00:00,False,,,,False,100.0,,1575470,Realizado,,,,Autorizado,3,Aprovada editada,2021,2,1,28,a914980a-d580-4c90-a41a-5aa4e4597ea0,2,operations/a914980a-d580-4c90-a41a-5aa4e4597ea0,,,False,,,,,,306.7,,True,False,1.0,2.0,,,,False,False,False,0.0,0.15,0.1,100.8,67.2,2021-02-01,-1612.2097507273268
VI1005-21,1,Venda,Venda,2023-08-03T16:30:41.1645513,,,,True,False,False,Trading,True,6ac624d3-6ea3-4546-8872-ce0d02b1ee18,11.482.752/0001-52,SAFIRA VAREJO COMERCIALIZACAO DE ENERGIA LTDA, SAFIRA VAREJO ,SAFIRA VAREJO,3822,98999,SAFIRA VAREJO I1,b63d560e-7197-40ce-bbcc-ca378e451e48,,GRUPO ECONOMICO MINERACAO SAO VICENTE,GRUPO ECONOMICO MINERACAO SAO VICENTE,,,,,False,Andressa Goveia,Nordeste,Incentivada 100%,Fixo,2021-01-01T00:00:00,2026-12-31T00:00:00,0.125,93.0,,,104.16,0.14,260.0,306.7,31945.87,22172.09,70.0,Safira,Andressa Goveia,2020-08-26T15:11:18.1652236,Priscila Justino,2023-08-03T13:30:41.2099277,,,,,Balcao,,True,False,False,20.0,20.0,False,,,,False,,True,True,IGPM,2020-07-01T00:00:00,2021-01-01T00:00:00,False,,,,False,100.0,,1575470,Realizado,,,,Autorizado,3,Aprovada editada,2021,3,1,31,a914980a-d580-4c90-a41a-5aa4e4597ea0,2,operations/a914980a-d580-4c90-a41a-5aa4e4597ea0,,,False,,,,,,306.7,,True,False,1.0,2.0,,,,False,False,False,0.0,0.15,0.1,111.6,74.4,2021-03-01,2552.1232499999987
VI1005-21,1,Venda,Venda,2023-08-03T16:30:41.1645513,,,,True,False,False,Trading,True,6ac624d3-6ea3-4546-8872-ce0d02b1ee18,11.482.752/0001-52,SAFIRA VAREJO COMERCIALIZACAO DE ENERGIA LTDA, SAFIRA VAREJO ,SAFIRA VAREJO,3822,98999,SAFIRA VAREJO I1,b63d560e-7197-40ce-bbcc-ca378e451e48,,GRUPO ECONOMICO MINERACAO SAO VICENTE,GRUPO ECONOMICO MINERACAO SAO VICENTE,,,,,False,Andressa Goveia,Nordeste,Incentivada 100%,Fixo,2021-01-01T00:00:00,2026-12-31T00:00:00,0.125,90.0,,,88.27604874,0.12260562,260.0,306.7,27074.25,21456.86,70.0,Safira,Andressa Goveia,2020-08-26T15:11:18.1652236,Priscila Justino,2023-08-03T13:30:41.2099277,,,,,Balcao,,True,False,False,20.0,20.0,False,,,,False,,True,True,IGPM,2020-07-01T00:00:00,2021-01-01T00:00:00,False,,,,False,100.0,,1575470,Realizado,,,,Autorizado,3,Aprovada editada,2021,4,1,30,a914980a-d580-4c90-a41a-5aa4e4597ea0,2,operations/a914980a-d580-4c90-a41a-5aa4e4597ea0,,,False,,,,,,306.7,,True,False,1.0,2.0,,,,False,False,False,0.0,0.15,0.1,108.0,72.0,2021-04-01,-376.0769983418315
VI1005-21,1,Venda,Venda,2023-08-03T16:30:41.1645513,,,,True,False,False,Trading,True,6ac624d3-6ea3-4546-8872-ce0d02b1ee18,11.482.752/0001-52,SAFIRA VAREJO COMERCIALIZACAO DE ENERGIA LTDA, SAFIRA VAREJO ,SAFIRA VAREJO,3822,98999,SAFIRA VAREJO I1,b63d560e-7197-40ce-bbcc-ca378e451e48,,GRUPO ECONOMICO MINERACAO SAO VICENTE,GRUPO ECONOMICO MINERACAO SAO VICENTE,,,,,False,Andressa Goveia,Nordeste,Incentivada 100%,Fixo,2021-01-01T00:00:00,2026-12-31T00:00:00,0.125,93.0,,,101.515,0.13644489,260.0,306.7,31134.65,22172.09,70.0,Safira,Andressa Goveia,2020-08-26T15:11:18.1652236,Priscila Justino,2023-08-03T13:30:41.2099277,,,,,Balcao,,True,False,False,20.0,20.0,False,,,,False,,True,True,IGPM,2020-07-01T00:00:00,2021-01-01T00:00:00,False,,,,False,100.0,,1575470,Realizado,,,,Autorizado,3,Aprovada editada,2021,5,1,31,a914980a-d580-4c90-a41a-5aa4e4597ea0,2,operations/a914980a-d580-4c90-a41a-5aa4e4597ea0,,,False,,,,,,306.7,,True,False,1.0,2.0,,,,False,False,False,0.0,0.15,0.1,111.6,74.4,2021-05-01,999.47570719086
VI1005-21,1,Venda,Venda,2023-08-03T16:30:41.1645513,,,,True,False,False,Trading,True,6ac624d3-6ea3-4546-8872-ce0d02b1ee18,11.482.752/0001-52,SAFIRA VAREJO COMERCIALIZACAO DE ENERGIA LTDA, SAFIRA VAREJO ,SAFIRA VAREJO,3822,98999,SAFIRA VAREJO I1,b63d560e-7197-40ce-bbcc-ca378e451e48,,GRUPO ECONOMICO MINERACAO SAO VICENTE,GRUPO ECONOMICO MINERACAO SAO VICENTE,,,,,False,Andressa Goveia,Nordeste,Incentivada 100%,Fixo,2021-01-01T00:00:00,2026-12-31T00:00:00,0.125,90.0,,,84.40822396,0.11723364,260.0,306.7,25887.93,21456.86,70.0,Safira,Andressa Goveia,2020-08-26T15:11:18.1652236,Priscila Justino,2023-08-03T13:30:41.2099277,,,,,Balcao,,True,False,False,20.0,20.0,False,,,,False,,True,True,IGPM,2020-07-01T00:00:00,2021-01-01T00:00:00,False,,,,False,100.0,,1575470,Realizado,,,,Autorizado,3,Aprovada editada,2021,6,1,30,a914980a-d580-4c90-a41a-5aa4e4597ea0,2,operations/a914980a-d580-4c90-a41a-5aa4e4597ea0,,,False,,,,,,306.7,,True,False,1.0,2.0,,,,False,False,False,0.0,0.15,0.1,108.0,72.0,2021-06-01,123.33190168401549
VI5030-21,1,Venda,Venda,2023-08-02T13:35:00.7749248,,,,True,False,False,Trading,True,6ac624d3-6ea3-4546-8872-ce0d02b1ee18,11.482.752/0001-52,SAFIRA VAREJO COMERCIALIZACAO DE ENERGIA LTDA, SAFIRA VAREJO ,SAFIRA VAREJO,3822,99053,SAFIRA VAREJO I5,4280,05.043.280/0001-39,TVLANDIA EMPREENDIMENTOS IMOBILIARIOS LTDA,MANAUS PLAZA SHOPPING,TVLANDIA LIVRE,51929,88137,TVLANDIA LIVRE,False,Andressa Goveia,Norte,Incentivada 50%,Fixo,2021-01-01T00:00:00,2023-12-31T00:00:00,0.5,372.0,,,192.084,0.25817742,183.0,100.57,19317.89,69069.24,35.0,Safira,Andressa Goveia,2020-08-25T18:05:00.0637048,,2023-08-02T10:35:00.8001765,,,,,Balcao,,True,False,False,10.0,10.0,False,,,,False,,True,True,IPCA,2020-07-01T00:00:00,2021-01-01T00:00:00,False,,,,True,56.45,,1538846,Não,,,,Autorizado,3,Aprovada editada,2021,1,1,31,c2a4be62-53d9-4936-90f6-de8a57a25cc6,2,operations/c2a4be62-53d9-4936-90f6-de8a57a25cc6,,,False,,,,,,191.08,,False,False,1.0,1.0,,,,False,False,False,0.0,0.55,0.45,409.2,334.8,2021-01-01,1834.6064999999983
VI5030-21,1,Venda,Venda,2023-08-02T13:35:00.7749248,,,,True,False,False,Trading,True,6ac624d3-6ea3-4546-8872-ce0d02b1ee18,11.482.752/0001-52,SAFIRA VAREJO COMERCIALIZACAO DE ENERGIA LTDA, SAFIRA VAREJO ,SAFIRA VAREJO,3822,99053,SAFIRA VAREJO I5,4280,05.043.280/0001-39,TVLANDIA EMPREENDIMENTOS IMOBILIARIOS LTDA,MANAUS PLAZA SHOPPING,TVLANDIA LIVRE,51929,88137,TVLANDIA LIVRE,False,Andressa Goveia,Norte,Incentivada 50%,Fixo,2021-01-01T00:00:00,2023-12-31T00:00:00,0.5,336.0,,,170.455,0.25365327,183.0,172.18,29348.94,62385.12,35.0,Safira,Andressa Goveia,2020-08-25T18:05:00.0637048,,2023-08-02T10:35:00.8001765,,,,,Balcao,,True,False,False,10.0,10.0,False,,,,False,,True,True,IPCA,2020-07-01T00:00:00,2021-01-01T00:00:00,False,,,,True,56.45,,1538846,Não,,,,Autorizado,3,Aprovada editada,2021,2,1,28,c2a4be62-53d9-4936-90f6-de8a57a25cc6,2,operations/c2a4be62-53d9-4936-90f6-de8a57a25cc6,,,False,,,,,,191.08,,False,False,1.0,1.0,,,,False,False,False,0.0,0.55,0.45,369.6,302.4,2021-02-01,-960.2995000000011
VI5030-21,1,Venda,Venda,2023-08-02T13:35:00.7749248,,,,True,False,False,Trading,True,6ac624d3-6ea3-4546-8872-ce0d02b1ee18,11.482.752/0001-52,SAFIRA VAREJO COMERCIALIZACAO DE ENERGIA LTDA, SAFIRA VAREJO ,SAFIRA VAREJO,3822,99053,SAFIRA VAREJO I5,4280,05.043.280/0001-39,TVLANDIA EMPREENDIMENTOS IMOBILIARIOS LTDA,MANAUS PLAZA SHOPPING,TVLANDIA LIVRE,51929,88137,TVLANDIA LIVRE,False,Andressa Goveia,Norte,Incentivada 50%,Fixo,2021-01-01T00:00:00,2023-12-31T00:00:00,0.5,372.0,,,267.778,0.35991667,183.0,212.23,56830.52,69069.24,35.0,Safira,Andressa Goveia,2020-08-25T18:05:00.0637048,,2023-08-02T10:35:00.8001765,,,,,Balcao,,True,False,False,10.0,10.0,False,,,,False,,True,True,IPCA,2020-07-01T00:00:00,2021-01-01T00:00:00,False,,,,True,56.45,,1538846,Não,,,,Autorizado,3,Aprovada editada,2021,3,1,31,c2a4be62-53d9-4936-90f6-de8a57a25cc6,2,operations/c2a4be62-53d9-4936-90f6-de8a57a25cc6,,,False,,,,,,191.08,,False,False,1.0,1.0,,,,False,False,False,0.0,0.55,0.45,409.2,334.8,2021-03-01,-5040.845499999999
